timestamp,86° or below,87° to 88°,89° to 90°,91° to 92°,93° to 94°,95° or above
2026-05-01T14:01:00Z,5.00,,,,,
2026-05-01T14:02:00Z,5.00,,,,26.00,
2026-05-01T14:03:00Z,5.00,,,26.66,41.00,
2026-05-01T14:04:00Z,3.80,2.00,2.00,30.00,41.33,33.00
2026-05-01T14:05:00Z,2.00,2.00,2.00,34.20,55.55,33.00
2026-05-01T14:06:00Z,4.97,2.00,2.00,30.00,41.00,29.00
2026-05-01T14:08:00Z,4.97,2.00,2.00,30.00,41.00,29.00
2026-05-01T14:09:00Z,2.00,2.00,2.00,25.00,40.00,29.00
2026-05-01T14:10:00Z,2.00,2.00,2.00,25.00,40.00,29.00
2026-05-01T14:11:00Z,2.00,2.00,2.00,20.19,40.80,35.14
2026-05-01T14:12:00Z,2.00,5.00,5.00,17.00,40.00,40.00
2026-05-01T14:13:00Z,2.00,5.00,5.00,16.00,40.00,38.94
2026-05-01T14:14:00Z,2.00,5.00,5.00,16.00,40.00,40.00
2026-05-01T14:15:00Z,2.00,5.00,5.00,16.00,40.00,39.00
2026-05-01T14:16:00Z,2.00,4.00,5.00,15.48,40.00,38.00
2026-05-01T14:17:00Z,2.00,4.00,5.00,15.48,40.00,38.00
2026-05-01T14:19:00Z,2.00,4.00,5.00,15.48,40.00,38.00
2026-05-01T14:21:00Z,2.00,4.00,5.00,18.00,40.00,38.00
2026-05-01T14:22:00Z,2.00,4.00,5.00,18.00,41.00,37.00
2026-05-01T14:24:00Z,2.00,4.00,5.00,18.00,41.00,36.00
2026-05-01T14:25:00Z,2.00,4.00,5.00,18.00,40.00,36.00
2026-05-01T14:26:00Z,2.00,4.00,5.00,18.00,44.26,36.00
2026-05-01T14:28:00Z,2.00,4.00,5.00,18.00,44.26,36.00
2026-05-01T14:29:00Z,2.00,4.00,5.00,19.00,44.26,36.00
2026-05-01T14:30:00Z,2.00,4.00,5.00,21.06,44.26,36.00
2026-05-01T14:31:00Z,2.00,3.00,5.00,21.06,40.00,36.00
2026-05-01T14:33:00Z,2.00,3.00,5.00,21.06,40.00,36.00
2026-05-01T14:34:00Z,2.00,3.00,5.00,21.06,40.00,35.00
2026-05-01T14:36:00Z,2.00,3.00,5.00,21.06,40.00,35.00
2026-05-01T14:38:00Z,2.00,3.00,5.00,21.06,40.00,35.00
2026-05-01T14:39:00Z,2.00,3.00,5.00,21.06,36.00,34.00
2026-05-01T14:40:00Z,2.00,3.00,5.00,23.00,36.00,34.00
2026-05-01T14:41:00Z,2.00,3.00,5.00,23.00,36.00,36.00
2026-05-01T14:42:00Z,2.00,3.00,5.00,23.00,39.00,35.00
2026-05-01T14:43:00Z,2.00,3.00,5.00,23.00,38.00,35.00
2026-05-01T14:45:00Z,1.00,3.00,5.00,23.00,38.00,35.00
2026-05-01T14:47:00Z,1.00,3.00,5.00,23.00,38.00,35.00
2026-05-01T14:51:00Z,1.00,3.00,5.00,25.00,38.00,35.00
2026-05-01T14:52:00Z,1.00,3.00,5.00,25.00,38.00,34.00
2026-05-01T14:54:00Z,1.00,2.00,2.86,25.00,38.00,34.00
2026-05-01T14:56:00Z,1.00,2.00,2.86,25.00,38.44,39.37
2026-05-01T14:57:00Z,1.00,2.00,2.86,25.00,38.44,34.11
2026-05-01T14:58:00Z,1.00,2.00,2.86,23.02,38.44,36.19
2026-05-01T15:00:00Z,1.00,2.00,2.86,21.00,38.44,36.19
2026-05-01T15:01:00Z,1.00,2.00,2.86,21.00,38.44,36.00
2026-05-01T15:03:00Z,1.00,2.00,2.86,21.00,38.44,37.00
2026-05-01T15:04:00Z,1.00,2.00,2.86,21.00,41.00,37.00
2026-05-01T15:07:00Z,1.00,2.00,2.86,21.00,41.00,36.00
2026-05-01T15:09:00Z,1.00,2.00,2.86,21.00,41.00,36.00
2026-05-01T15:12:00Z,1.00,2.00,2.86,21.00,41.00,36.00
2026-05-01T15:13:00Z,1.00,2.00,2.86,20.07,36.00,36.00
2026-05-01T15:14:00Z,1.00,2.00,2.86,20.07,36.00,36.00
2026-05-01T15:15:00Z,1.00,2.00,2.86,20.07,36.00,34.00
2026-05-01T15:17:00Z,1.00,2.00,2.86,20.07,36.00,34.00
2026-05-01T15:18:00Z,1.00,2.00,2.86,20.07,36.00,35.98
2026-05-01T15:20:00Z,1.00,2.00,2.86,20.07,36.00,38.00
2026-05-01T15:25:00Z,1.00,2.00,2.86,20.07,36.00,36.00
2026-05-01T15:30:00Z,1.00,2.00,2.86,20.07,36.00,32.01
2026-05-01T15:31:00Z,1.00,2.00,2.86,20.07,36.00,31.00
2026-05-01T15:32:00Z,1.00,2.00,2.86,20.07,36.00,33.00
2026-05-01T15:33:00Z,1.00,2.00,2.86,20.07,36.00,31.00
2026-05-01T15:34:00Z,1.00,2.00,2.86,20.07,38.00,31.00
2026-05-01T15:37:00Z,1.00,2.00,2.86,20.07,44.00,33.00
2026-05-01T15:39:00Z,1.00,2.00,2.86,20.07,37.00,33.00
2026-05-01T15:40:00Z,1.00,8.00,2.86,20.07,37.00,32.00
2026-05-01T15:43:00Z,1.00,8.00,2.86,19.00,37.00,32.00
2026-05-01T15:57:00Z,1.00,3.00,2.86,19.00,37.00,23.16
2026-05-01T16:02:00Z,1.00,3.00,2.86,19.00,37.00,30.00
2026-05-01T16:03:00Z,1.00,3.00,2.86,19.00,32.00,30.00
2026-05-01T16:04:00Z,1.00,3.00,2.86,19.00,30.16,17.00
2026-05-01T16:05:00Z,1.00,3.00,2.86,19.00,30.00,17.00
2026-05-01T16:07:00Z,1.00,7.00,5.00,20.00,39.00,18.00
2026-05-01T16:15:00Z,1.00,7.00,5.00,20.00,39.00,18.01
2026-05-01T16:16:00Z,1.00,3.00,5.00,20.00,39.00,20.00
2026-05-01T16:17:00Z,1.00,3.00,5.00,20.00,39.00,20.00
2026-05-01T16:19:00Z,1.00,3.00,5.00,20.00,41.97,20.00
2026-05-01T16:22:00Z,1.00,3.00,5.00,20.00,34.00,20.00
2026-05-01T16:28:00Z,1.00,3.00,5.00,20.00,34.00,20.00
2026-05-01T16:34:00Z,1.00,2.00,5.00,25.00,37.50,24.00
2026-05-01T16:35:00Z,1.00,2.00,5.00,21.00,37.50,24.00
2026-05-01T16:36:00Z,1.00,2.00,5.00,25.00,37.50,24.00
2026-05-01T16:42:00Z,1.00,2.00,5.00,21.00,33.81,27.00
2026-05-01T16:46:00Z,1.00,2.00,5.00,28.00,33.81,27.00
2026-05-01T16:47:00Z,1.00,2.00,5.00,27.62,33.81,27.00
2026-05-01T16:48:00Z,1.00,2.00,5.00,27.62,33.81,27.00
2026-05-01T16:49:00Z,1.00,3.00,5.00,27.62,33.81,22.00
2026-05-01T16:51:00Z,1.00,3.00,5.00,27.62,33.81,22.00
2026-05-01T16:53:00Z,1.00,3.00,5.00,27.62,33.81,23.00
2026-05-01T16:55:00Z,1.00,3.00,5.00,27.62,33.81,22.00
2026-05-01T17:01:00Z,1.00,3.00,5.00,27.62,33.81,22.00
2026-05-01T17:06:00Z,1.00,3.00,5.00,27.62,33.81,22.94
2026-05-01T17:08:00Z,1.00,3.00,5.00,25.00,41.00,22.94
2026-05-01T17:13:00Z,1.00,3.00,5.00,25.00,41.00,18.00
2026-05-01T17:16:00Z,1.00,3.00,5.00,25.12,41.00,15.55
2026-05-01T17:25:00Z,1.00,3.00,5.00,25.12,41.00,15.55
2026-05-01T17:32:00Z,1.00,3.00,5.00,25.12,40.00,15.55
2026-05-01T17:37:00Z,1.00,3.00,6.06,25.12,40.00,15.55
2026-05-01T17:43:00Z,1.00,3.00,6.06,28.00,40.00,15.55
2026-05-01T17:44:00Z,1.00,3.00,6.06,28.00,33.00,15.55
2026-05-01T17:45:00Z,1.00,3.00,10.85,28.00,33.00,15.00
2026-05-01T17:47:00Z,1.00,3.00,11.66,28.00,33.00,13.29
2026-05-01T17:48:00Z,1.00,3.00,11.66,28.00,40.00,13.29
2026-05-01T17:51:00Z,1.00,3.00,11.66,31.02,40.00,13.29
2026-05-01T17:55:00Z,1.00,3.00,17.07,31.02,40.00,13.29
2026-05-01T17:58:00Z,1.00,3.00,17.07,37.80,37.71,12.00
2026-05-01T18:02:00Z,1.00,3.00,13.00,37.80,37.71,12.00
2026-05-01T18:05:00Z,1.00,3.00,13.00,37.80,37.71,12.00
2026-05-01T18:06:00Z,1.00,3.00,13.00,30.00,37.71,12.00
2026-05-01T18:09:00Z,1.00,3.00,21.00,30.00,37.71,12.00
2026-05-01T18:13:00Z,1.00,3.00,21.00,26.00,38.00,12.00
2026-05-01T18:15:00Z,1.00,3.00,17.00,26.00,38.00,12.00
2026-05-01T18:16:00Z,1.00,3.00,17.00,26.00,37.00,13.00
2026-05-01T18:17:00Z,1.00,3.00,17.00,26.00,37.00,13.00
2026-05-01T18:19:00Z,1.00,2.63,17.00,26.00,37.00,13.00
2026-05-01T18:27:00Z,1.00,2.63,15.00,26.00,37.00,13.00
2026-05-01T18:40:00Z,1.00,2.63,15.00,26.00,37.00,13.00
2026-05-01T18:51:00Z,1.00,2.63,15.00,26.00,38.67,13.00
2026-05-01T18:59:00Z,1.00,3.00,15.00,26.72,38.67,13.00
2026-05-01T19:00:00Z,1.00,3.00,16.00,29.00,38.67,13.00
2026-05-01T19:01:00Z,1.00,3.00,16.00,29.00,38.67,13.00
2026-05-01T19:11:00Z,1.00,3.00,16.00,29.00,38.67,13.70
2026-05-01T19:17:00Z,1.00,3.00,16.00,29.00,38.67,20.00
2026-05-01T19:22:00Z,1.00,3.00,16.00,29.00,38.67,20.00
2026-05-01T19:25:00Z,1.00,3.00,16.00,29.00,38.67,20.00
2026-05-01T19:32:00Z,1.00,3.00,16.00,29.00,38.67,20.00
2026-05-01T19:36:00Z,1.00,3.00,15.00,29.00,38.67,20.00
2026-05-01T19:41:00Z,1.00,3.00,15.00,29.00,38.67,20.00
2026-05-01T19:44:00Z,1.00,3.00,15.00,29.00,38.67,20.00
2026-05-01T19:45:00Z,1.00,3.00,15.00,29.00,38.67,20.00
2026-05-01T19:51:00Z,1.00,3.00,15.00,29.00,38.67,20.00
2026-05-01T19:52:00Z,1.00,3.00,15.00,29.00,38.00,20.00
2026-05-01T19:58:00Z,1.00,1.00,15.00,30.00,38.00,20.00
2026-05-01T20:00:00Z,1.00,3.14,15.00,30.00,38.00,20.00
2026-05-01T20:01:00Z,1.00,3.14,15.00,30.00,39.00,20.00
2026-05-01T20:02:00Z,1.00,3.14,15.00,30.00,39.00,13.20
2026-05-01T20:08:00Z,1.00,3.14,15.00,30.00,39.00,13.20
2026-05-01T20:11:00Z,1.00,3.14,15.00,30.00,39.00,13.20
2026-05-01T20:12:00Z,1.00,3.14,15.00,30.98,39.00,13.20
2026-05-01T20:13:00Z,1.00,3.14,15.00,32.77,38.69,14.80
2026-05-01T20:15:00Z,1.00,3.14,15.00,31.00,38.69,14.80
2026-05-01T20:20:00Z,1.00,3.94,16.00,31.00,38.69,14.80
2026-05-01T20:23:00Z,1.00,3.94,16.00,32.00,38.69,14.80
2026-05-01T20:27:00Z,1.00,3.94,16.00,32.00,38.69,16.00
2026-05-01T20:31:00Z,1.00,3.94,16.00,33.00,38.69,16.00
2026-05-01T20:32:00Z,1.00,3.94,16.00,33.00,38.69,13.00
2026-05-01T20:37:00Z,1.00,3.94,16.00,33.00,37.00,17.00
2026-05-01T20:39:00Z,1.00,3.00,15.00,31.00,37.00,20.00
2026-05-01T20:43:00Z,1.00,3.00,15.00,32.00,38.00,19.16
2026-05-01T20:46:00Z,1.00,3.00,15.00,32.00,38.00,19.16
2026-05-01T20:47:00Z,1.00,3.00,16.00,32.00,38.00,19.16
2026-05-01T20:48:00Z,1.00,3.00,16.00,33.00,38.00,19.16
2026-05-01T20:54:00Z,1.00,3.00,15.00,33.00,37.00,18.00
2026-05-01T20:58:00Z,1.00,3.00,15.00,35.00,36.00,18.00
2026-05-01T21:00:00Z,1.00,2.71,15.00,33.00,35.28,20.93
2026-05-01T21:03:00Z,1.00,2.71,15.00,33.00,35.00,20.93
2026-05-01T21:04:00Z,1.00,2.71,15.00,33.00,35.00,14.04
2026-05-01T21:06:00Z,1.00,2.71,15.00,33.00,36.93,14.04
2026-05-01T21:07:00Z,1.00,2.71,15.00,34.95,36.93,14.04
2026-05-01T21:09:00Z,1.00,3.00,15.00,33.00,36.00,19.00
2026-05-01T21:11:00Z,1.00,3.00,15.00,33.00,36.00,19.00
2026-05-01T21:12:00Z,1.00,3.00,16.40,33.00,36.00,19.00
2026-05-01T21:13:00Z,1.00,3.00,16.40,35.00,36.00,19.00
2026-05-01T21:15:00Z,1.00,3.00,16.40,35.00,36.00,12.81
2026-05-01T21:17:00Z,1.00,3.00,16.40,35.00,36.00,12.81
2026-05-01T21:33:00Z,1.00,4.00,18.00,34.98,36.00,12.81
2026-05-01T21:34:00Z,1.00,3.00,16.00,36.00,37.82,15.00
2026-05-01T21:36:00Z,1.00,3.00,18.00,36.00,37.82,15.00
2026-05-01T21:37:00Z,1.00,2.80,16.00,36.00,36.00,17.08
2026-05-01T21:38:00Z,1.00,2.00,16.00,37.00,38.78,14.00
2026-05-01T21:42:00Z,1.00,2.00,16.00,37.00,38.78,14.00
2026-05-01T21:44:00Z,1.00,3.00,16.00,34.42,38.00,14.00
2026-05-01T21:47:00Z,1.00,3.00,16.00,34.42,38.00,14.00
2026-05-01T21:50:00Z,1.00,3.00,16.00,34.42,38.17,14.00
2026-05-01T21:52:00Z,1.00,3.00,16.00,34.42,38.17,14.00
2026-05-01T21:53:00Z,1.00,4.00,16.13,40.00,38.17,14.00
2026-05-01T21:55:00Z,1.00,4.00,16.13,40.00,38.17,14.00
2026-05-01T21:56:00Z,1.00,4.81,21.05,40.00,38.17,14.00
2026-05-01T21:57:00Z,1.00,4.81,21.05,40.00,38.17,14.00
2026-05-01T22:00:00Z,1.00,6.42,21.05,40.00,38.17,14.00
2026-05-01T22:02:00Z,1.00,6.00,21.05,40.00,38.17,14.00
2026-05-01T22:03:00Z,1.00,6.00,21.05,40.00,38.17,12.00
2026-05-01T22:07:00Z,1.00,6.00,21.05,40.00,38.00,12.00
2026-05-01T22:09:00Z,1.00,5.00,16.00,33.00,37.00,15.00
2026-05-01T22:12:00Z,1.00,5.00,16.00,33.00,37.00,15.00
2026-05-01T22:17:00Z,1.00,5.00,16.00,33.00,37.00,15.00
2026-05-01T22:22:00Z,1.00,5.00,16.00,33.00,37.00,15.00
2026-05-01T22:27:00Z,1.00,5.00,16.00,33.00,37.00,15.00
2026-05-01T22:29:00Z,1.00,6.00,16.00,33.00,37.00,15.00
2026-05-01T22:32:00Z,1.00,6.00,16.00,33.00,37.00,15.00
2026-05-01T22:34:00Z,1.00,5.00,16.00,37.44,36.00,12.00
2026-05-01T22:37:00Z,1.00,5.00,16.00,37.44,36.00,12.00
2026-05-01T22:40:00Z,1.00,4.03,16.00,37.44,36.00,12.00
2026-05-01T22:42:00Z,1.00,4.03,16.00,37.44,36.00,12.00
2026-05-01T22:43:00Z,1.00,4.03,16.00,37.44,36.00,14.00
2026-05-01T22:47:00Z,1.00,4.03,16.00,37.44,37.00,14.00
2026-05-01T22:52:00Z,1.00,4.03,16.00,37.44,37.00,14.00
2026-05-01T22:54:00Z,1.00,3.00,16.00,36.00,37.00,14.00
2026-05-01T22:55:00Z,1.00,3.00,16.00,35.00,37.00,14.00
2026-05-01T22:56:00Z,1.00,3.00,16.00,35.00,37.00,14.00
2026-05-01T22:57:00Z,1.00,3.00,16.00,35.00,37.00,14.00
2026-05-01T23:02:00Z,1.00,3.00,16.00,35.00,37.00,14.00
2026-05-01T23:03:00Z,1.00,3.00,16.00,35.00,38.00,14.00
2026-05-01T23:06:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:07:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:08:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:11:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:12:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:17:00Z,1.00,3.00,16.00,35.00,38.00,12.00
2026-05-01T23:20:00Z,1.00,3.00,16.00,35.00,38.00,14.00
2026-05-01T23:22:00Z,1.00,3.00,16.00,35.00,38.00,14.00
2026-05-01T23:24:00Z,1.00,3.00,16.00,35.00,39.00,14.00
2026-05-01T23:26:00Z,1.00,3.00,16.00,34.00,39.00,14.00
2026-05-01T23:27:00Z,1.00,3.00,16.00,34.00,39.00,14.00
2026-05-01T23:30:00Z,1.00,3.00,16.00,34.00,39.00,14.00
2026-05-01T23:42:00Z,1.00,3.00,19.38,34.00,39.00,14.00
2026-05-01T23:44:00Z,1.00,3.00,19.38,34.00,39.00,15.00
2026-05-01T23:45:00Z,1.00,3.00,19.38,35.00,39.00,15.00
2026-05-01T23:53:00Z,1.00,3.00,19.38,35.00,39.00,15.00
2026-05-01T23:54:00Z,1.00,3.00,15.22,35.00,39.00,15.00
2026-05-01T23:55:00Z,1.00,3.00,11.05,35.00,39.00,15.00
2026-05-02T00:01:00Z,1.00,2.00,11.00,34.00,39.00,15.00
2026-05-02T00:02:00Z,1.00,3.00,14.00,34.00,39.00,12.00
2026-05-02T00:03:00Z,1.00,3.00,14.00,34.00,39.00,12.00
2026-05-02T00:04:00Z,1.00,3.00,14.00,36.50,39.00,12.00
2026-05-02T00:05:00Z,1.00,3.44,17.75,36.50,39.00,12.00
2026-05-02T00:08:00Z,1.00,4.00,17.75,36.50,39.00,12.00
2026-05-02T00:09:00Z,1.00,4.00,17.75,36.50,37.00,12.00
2026-05-02T00:10:00Z,1.00,4.00,17.75,36.50,37.00,12.00
2026-05-02T00:14:00Z,1.00,3.00,16.00,36.00,36.00,15.00
2026-05-02T00:17:00Z,1.00,3.00,16.00,36.00,36.00,16.00
2026-05-02T00:20:00Z,1.00,3.00,16.00,36.00,36.00,16.00
2026-05-02T00:21:00Z,1.00,3.00,14.00,37.00,36.00,15.00
2026-05-02T00:25:00Z,1.00,3.00,15.50,36.00,36.00,18.00
2026-05-02T00:26:00Z,1.00,3.00,15.50,36.00,37.00,18.00
2026-05-02T00:40:00Z,1.00,3.00,16.64,36.00,37.00,18.00
2026-05-02T00:41:00Z,1.00,3.00,17.00,36.00,37.00,18.00
2026-05-02T00:42:00Z,1.00,3.96,14.00,37.00,36.00,18.00
2026-05-02T00:43:00Z,1.00,3.96,14.00,34.40,36.00,18.00
2026-05-02T00:45:00Z,1.00,4.00,14.00,34.40,36.00,18.00
2026-05-02T00:46:00Z,1.00,4.00,15.66,34.40,36.00,18.00
2026-05-02T00:53:00Z,1.00,4.00,15.66,34.00,36.00,18.00
2026-05-02T00:56:00Z,1.00,4.00,15.66,34.00,36.00,18.00
2026-05-02T01:00:00Z,1.00,4.00,15.66,34.00,36.00,18.00
2026-05-02T01:02:00Z,1.00,5.00,15.66,34.00,36.00,18.00
2026-05-02T01:03:00Z,1.00,5.00,14.00,34.00,36.00,15.00
2026-05-02T01:05:00Z,1.00,5.00,16.00,34.00,36.00,15.00
2026-05-02T01:06:00Z,1.00,5.00,15.47,34.00,36.00,15.00
2026-05-02T01:19:00Z,1.00,5.00,15.47,38.93,36.00,15.00
2026-05-02T01:28:00Z,1.00,5.00,15.47,38.93,36.00,16.00
2026-05-02T01:37:00Z,1.00,5.00,12.00,38.93,36.00,16.00
2026-05-02T01:43:00Z,1.00,5.00,12.00,38.93,36.00,16.00
2026-05-02T01:48:00Z,1.00,4.00,12.00,38.93,36.00,16.00
2026-05-02T01:54:00Z,1.00,4.00,12.00,35.00,36.00,16.00
2026-05-02T01:57:00Z,1.00,4.00,12.00,35.00,36.00,14.54
2026-05-02T02:04:00Z,1.00,4.00,12.00,35.00,36.00,14.00
2026-05-02T02:07:00Z,1.00,4.00,12.00,35.00,36.69,14.00
2026-05-02T02:09:00Z,1.00,4.00,11.00,35.00,32.00,14.00
2026-05-02T02:10:00Z,1.00,4.00,12.00,35.00,32.00,14.00
2026-05-02T02:11:00Z,1.00,4.00,12.00,35.00,32.89,13.61
2026-05-02T02:12:00Z,1.00,4.00,12.00,35.00,32.89,16.66
2026-05-02T02:17:00Z,1.00,4.00,12.00,35.00,37.76,17.39
2026-05-02T02:19:00Z,1.00,4.00,12.00,35.00,37.40,17.39
2026-05-02T02:22:00Z,1.00,5.00,12.00,35.00,37.40,17.39
2026-05-02T02:24:00Z,1.00,5.00,12.00,35.00,37.40,17.39
2026-05-02T02:25:00Z,1.00,5.00,12.00,35.00,37.40,17.39
2026-05-02T02:26:00Z,1.00,5.00,12.00,35.00,38.00,17.39
2026-05-02T02:27:00Z,1.00,5.00,12.00,35.00,40.68,17.39
2026-05-02T02:28:00Z,1.00,4.00,12.00,34.00,38.00,20.64
2026-05-02T02:31:00Z,1.00,4.00,12.00,34.00,36.00,12.66
2026-05-02T02:32:00Z,1.00,4.00,12.00,34.00,39.53,18.89
2026-05-02T02:35:00Z,1.00,4.00,12.00,34.00,36.00,20.00
2026-05-02T02:36:00Z,1.00,4.00,12.00,34.00,36.00,19.00
2026-05-02T02:37:00Z,1.00,4.00,11.00,34.00,36.00,19.00
2026-05-02T02:39:00Z,1.00,4.00,11.00,34.00,35.00,19.00
2026-05-02T02:44:00Z,1.00,4.00,11.00,34.00,35.00,19.00
2026-05-02T02:45:00Z,1.00,4.00,11.00,35.16,35.00,19.00
2026-05-02T02:47:00Z,1.00,4.00,11.25,34.00,39.92,19.00
2026-05-02T02:53:00Z,1.00,4.00,11.00,34.00,39.70,18.59
2026-05-02T02:54:00Z,1.00,4.00,11.00,36.31,40.00,18.59
2026-05-02T02:55:00Z,1.00,4.00,11.00,36.31,40.98,18.59
2026-05-02T03:01:00Z,1.00,4.00,11.00,36.31,40.98,18.59
2026-05-02T03:03:00Z,1.00,4.00,11.00,33.70,40.98,18.59
2026-05-02T03:05:00Z,1.00,4.00,11.00,33.70,40.98,18.59
2026-05-02T03:09:00Z,1.00,4.00,12.00,35.00,40.98,18.59
2026-05-02T03:10:00Z,1.00,4.87,12.00,36.00,39.00,17.00
2026-05-02T03:13:00Z,1.00,4.00,12.17,38.30,37.16,15.91
2026-05-02T03:15:00Z,1.00,4.00,12.17,35.00,37.16,15.91
2026-05-02T03:16:00Z,1.00,4.00,12.17,35.00,37.16,15.91
2026-05-02T03:20:00Z,1.00,4.00,13.00,35.00,37.16,15.91
2026-05-02T03:27:00Z,1.00,4.00,13.00,35.00,37.16,15.91
2026-05-02T03:44:00Z,1.00,5.00,13.00,34.00,39.00,13.00
2026-05-02T03:45:00Z,1.00,5.00,13.54,34.00,39.00,13.00
2026-05-02T03:55:00Z,1.00,4.00,13.54,34.00,39.00,13.00
2026-05-02T03:59:00Z,1.00,5.00,13.54,34.00,39.00,16.40
2026-05-02T04:00:00Z,1.00,5.00,13.54,34.00,39.00,16.40
2026-05-02T04:01:00Z,1.00,5.00,14.00,33.00,38.00,15.00
2026-05-02T04:02:00Z,1.00,5.00,14.00,33.00,38.00,15.00
2026-05-02T04:04:00Z,1.00,5.00,14.00,33.00,38.00,15.00
2026-05-02T04:07:00Z,1.00,5.00,14.00,33.00,38.00,15.00
